Job Title,Department,Team,Employment Type,Location,Workplace Type,Published Date,Salary Min,Salary Max,Job URL,Salary Midpoint
"Systems Software Engineer, Management Plane",Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-05-07 19:34:12.438000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/21229750-8bd1-4134-a20e-2a8922b88806,355500.0
"Software Engineer, Core Network Engineering",Scaling,Compute,FullTime,San Francisco,Not Specified,2026-05-06 23:09:35.505000+00:00,230000.0,342000.0,https://jobs.ashbyhq.com/openai/1fec5ecd-5b7b-45bc-bc8c-ac7184565551,286000.0
APAC Sales Development Leader,Go To Market,Account Associates,FullTime,Singapore,Hybrid,2026-05-08 20:58:10.695000+00:00,,,https://jobs.ashbyhq.com/openai/371afd71-386b-40a0-be0a-e90f010b7bd0,
"GTM Strategy & Operations, Policy",Go To Market,Go To Market,FullTime,San Francisco,Not Specified,2026-09-14 16:47:18.661000+00:00,347000.0,405000.0,https://jobs.ashbyhq.com/openai/e5c39e03-6121-47be-8bd3-f6128557b38f,376000.0
"Physical Design Engineer, Forward Deployed Engineering",Forward Deployed Engineering,Forward Deployed Engineering,FullTime,San Francisco,Hybrid,2026-09-09 19:23:44.294000+00:00,260000.0,302000.0,https://jobs.ashbyhq.com/openai/18d65004-a399-4a33-80bc-10f33bff2ed0,281000.0
Head of Ads Enterprise Marketing,Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-05-20 15:50:13.898000+00:00,374000.0,415000.0,https://jobs.ashbyhq.com/openai/a7f4ec2e-e93f-4f81-892a-cd8381f347fe,394500.0
"Software Engineer, Productivity - Inference Runtime",Scaling,Runtime,FullTime,San Francisco,Not Specified,2026-05-10 17:33:59.627000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/9d48e2e6-41a9-4a90-8b3b-6cc960e95c2f,307500.0
Finance Manager - Hardware Consolidations,Strategic Finance,Strategic Finance,FullTime,San Francisco,Hybrid,2026-08-11 16:59:36.572000+00:00,234000.0,260000.0,https://jobs.ashbyhq.com/openai/9c18de41-d414-453e-9848-27a98a33c6bd,247000.0
"Data Scientist, Core Experimentation ",Data Science,Data Science,FullTime,Seattle,Hybrid,2026-05-13 17:46:00.803000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/e90a44a7-fc2e-49bf-aec4-d43b9e3d8e92,366000.0
"Data Engineer, People Innovation Labs",People,People Innovation Labs,FullTime,San Francisco,Hybrid,2026-05-13 16:46:54.052000+00:00,266000.0,385000.0,https://jobs.ashbyhq.com/openai/579595e5-0b16-485e-b7c5-102fc7467def,325500.0
Platform Product Partnerships Lead,Product Partnerships,Product Partnerships,FullTime,San Francisco,Hybrid,2026-09-01 15:58:33.004000+00:00,266000.0,370000.0,https://jobs.ashbyhq.com/openai/32a314f3-17d6-4f94-ba1b-88076d9ac4f4,318000.0
"Technical Lead Manager - Training Runtime, Data(set) Movement",Scaling,Runtime,FullTime,San Francisco,Hybrid,2026-06-08 23:07:41.957000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/4cbbf0b1-7c0b-4c42-bf38-48377f847e91,440000.0
"Account Director, Digital Natives Growth",Go To Market,Go To Market,FullTime,San Francisco,Hybrid,2026-09-03 00:19:17.748000+00:00,189000.0,220500.0,https://jobs.ashbyhq.com/openai/f4467078-033c-4638-ac7e-69a532276d85,204750.0
AI Support Engineer - Tokyo (Korean Speaking),User Operations,Support Delivery,FullTime,"Tokyo, Japan",Not Specified,2026-09-01 23:37:44.153000+00:00,,,https://jobs.ashbyhq.com/openai/3dcfbfbf-9ac2-46fe-8cce-4e2660d98be4,
"US External Affairs Associate, Global Affairs",Global Affairs,Global Affairs,FullTime,"Washington, DC",Hybrid,2026-07-31 00:19:06.792000+00:00,171000.0,280000.0,https://jobs.ashbyhq.com/openai/544af761-e37a-450c-884b-b96506c1b883,225500.0
"Senior Staff Software Engineer, Identity Infrastructure Engineering",IT,IT,FullTime,San Francisco,Hybrid,2026-06-02 21:01:11.222000+00:00,347000.0,510000.0,https://jobs.ashbyhq.com/openai/72a58872-70e2-4340-a259-e9bea3596883,428500.0
Program Manager - IT Operations,IT,IT,FullTime,San Francisco,Hybrid,2026-08-26 19:42:41.292000+00:00,216000.0,240000.0,https://jobs.ashbyhq.com/openai/c37587c4-39f3-40e0-b73c-c8bb55a7cd05,228000.0
Model Policy Manager,Safety Systems,Model Policy,FullTime,San Francisco,Hybrid,2026-08-20 00:10:53.593000+00:00,207000.0,295000.0,https://jobs.ashbyhq.com/openai/f0885aed-a422-4237-8e98-9c5311ed7ae0,251000.0
"Data Engineer, Core Experimentation",Applied AI,Applied AI Engineering,FullTime,Seattle,Hybrid,2026-05-14 16:24:02.877000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/2796d32a-9f7c-4008-a2c5-50dd53b0f2fe,366000.0
"Support Delivery Lead, EMEA - Dublin",User Operations,Support Delivery,FullTime,"Dublin, Ireland",Not Specified,2026-05-13 21:53:23.312000+00:00,,,https://jobs.ashbyhq.com/openai/eeaf655b-9460-4e4e-b611-f0caf784c0b1,
Supply Chain Program Manager (SCPM) - AI Infrastructure,Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-05-14 19:00:14.175000+00:00,226000.0,285000.0,https://jobs.ashbyhq.com/openai/c3458423-2cd6-40c0-bb5d-a5c3726a1d08,255500.0
"Data Scientist, Safety",Data Science,Data Science,FullTime,San Francisco,Hybrid,2026-05-15 23:36:37.483000+00:00,265000.0,380000.0,https://jobs.ashbyhq.com/openai/90c711dc-5f50-46e3-a5ab-82359a56d683,322500.0
"Software Engineer, API Safety",Core Product & Platform,Core Product & Platform | API,FullTime,San Francisco,Hybrid,2026-08-21 17:12:26.509000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/990397de-c00c-4577-b093-d8c82b4e9145,355500.0
"AI Systems Engineer, Codex Agents",Applied AI,Codex - Engineering,FullTime,San Francisco,Not Specified,2026-05-15 00:10:14.175000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/de06790a-7243-4e33-a6f1-e7bd34009588,307500.0
"Research Engineer / Research Scientist -Personal AGI, Proactivity ",Research,Post-training,FullTime,San Francisco,Hybrid,2026-06-25 05:25:53.586000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/e57d196b-4fa0-4463-bd33-d8189f0d3541,440000.0
"Policy and Partnerships Lead CEE and Baltics, Global Affairs",Global Affairs,Global Affairs,FullTime,Poland - Remote,Remote,2026-08-31 19:18:53.787000+00:00,,,https://jobs.ashbyhq.com/openai/d1a10222-51ae-4fa4-9581-e4586917c024,
"Tech Lead, Deployment & Operations — Custom Infrastructure",Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-05-16 00:33:32.830000+00:00,342000.0,445000.0,https://jobs.ashbyhq.com/openai/7b05d54f-c4ef-4677-bb05-f69288f585d8,393500.0
"Manager, Applied AI Engineering (Startups)",Go To Market,Technical Success,FullTime,San Francisco,Hybrid,2026-08-31 13:54:24.840000+00:00,302000.0,335000.0,https://jobs.ashbyhq.com/openai/7bdb15f0-1e3b-4352-b948-47fb35f25d71,318500.0
"Senior Software Engineer - Research Platform, Consumer Devices",Consumer Devices,Research,FullTime,San Francisco,Hybrid,2026-06-26 00:08:20.821000+00:00,293000.0,325000.0,https://jobs.ashbyhq.com/openai/6d9925f4-3d0a-4710-8304-032d0080d12d,309000.0
Forward Deployed Security Engineer,Security,Security,FullTime,"Washington, DC",Hybrid,2026-05-21 17:56:39.330000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/89d61ae8-1ce1-4187-9edd-da8029979e41,355500.0
"Software Engineer,  ML Systems & Training Architecture",Research,Robotics,FullTime,San Francisco,OnSite,2026-05-22 20:36:52.852000+00:00,295000.0,380000.0,https://jobs.ashbyhq.com/openai/9117987a-7a59-449e-a702-89e8d0e8cb60,337500.0
"Technical Program Manager, Support Delivery",User Operations,Support Delivery,FullTime,San Francisco,Not Specified,2026-05-22 20:56:10.615000+00:00,216000.0,240000.0,https://jobs.ashbyhq.com/openai/b8a1293b-bf5b-488d-8257-869584db6496,228000.0
M&A Integration,Finance,Finance,FullTime,San Francisco,Not Specified,2026-05-27 03:10:52.189000+00:00,266000.0,370000.0,https://jobs.ashbyhq.com/openai/db3593d6-ac72-4d3e-b15c-8469e972a99a,318000.0
"Product Marketing Lead, Executive Engagement",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-27 00:44:14.528000+00:00,287000.0,318000.0,https://jobs.ashbyhq.com/openai/3c5ebd43-1f83-422b-9e44-94b96bc8e4e0,302500.0
"Safety Transparency Editor, Safety Systems",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-07-17 02:56:40.957000+00:00,220000.0,245000.0,https://jobs.ashbyhq.com/openai/a6a421a5-0d3d-4f2f-9767-7c25b6e7d2fc,232500.0
"Customer Success Manager, Ads Solutions",Go To Market,Ads Solutions,FullTime,Singapore,Hybrid,2026-05-22 22:31:37.294000+00:00,,,https://jobs.ashbyhq.com/openai/991f7a9c-5908-4690-b655-aea652f7e7b0,
"Software Engineer, Ad Formats",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-05-26 17:18:15.004000+00:00,347000.0,445000.0,https://jobs.ashbyhq.com/openai/0b212a4a-6709-4da8-b59d-283a9bbf812e,396000.0
Partner AI Deployment Engineer - AWS,Go To Market,Technical Success,FullTime,India - Remote,Remote,2026-06-01 08:53:34.275000+00:00,,,https://jobs.ashbyhq.com/openai/87989505-81e5-4513-bba0-5f00bb064216,
"Lead Safety Engineer, Robotics",Research,Robotics,FullTime,San Francisco,Hybrid,2026-06-16 19:30:47.204000+00:00,381000.0,423000.0,https://jobs.ashbyhq.com/openai/809d22a7-bb04-446f-a409-da323a6c327e,402000.0
"RE/RS, Data Understanding - Foundations",Research,Foundations,FullTime,San Francisco,Not Specified,2026-05-29 16:16:54.453000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/f9731ef2-9b8a-49ec-95ca-ecef35fa996a,440000.0
"Software Engineer, Ads Manager",Applied AI,Applied AI Engineering,FullTime,Seattle,Hybrid,2026-05-26 17:44:41.959000+00:00,347000.0,445000.0,https://jobs.ashbyhq.com/openai/5a4eed17-29d5-41cb-856e-09bfdaffe017,396000.0
Actuator Design Engineer,Research,Robotics,FullTime,San Francisco,Hybrid,2026-08-11 16:33:35.822000+00:00,225000.0,423000.0,https://jobs.ashbyhq.com/openai/5b75027a-a5eb-4d28-a608-aa6bebcb079f,324000.0
Account Associate - EMEA (German Speaking),Go To Market,Account Associates,FullTime,"Dublin, Ireland",Hybrid,2026-09-02 09:48:08.120000+00:00,,,https://jobs.ashbyhq.com/openai/6c88bfaa-7f1b-4175-82f1-6d484a516ca8,
Account Associate- EMEA (French Speaking),Go To Market,Account Associates,FullTime,"Dublin, Ireland",Hybrid,2026-09-02 09:46:39.930000+00:00,,,https://jobs.ashbyhq.com/openai/1eb6ef0f-0e51-46d3-b888-c1a4c22c190a,
"Agent Post-Training, API & Power Users",Research,Agents,FullTime,San Francisco,Not Specified,2026-06-26 17:42:14.347000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/bb90d497-06ef-4bb9-878a-e797a19cd834,440000.0
"Agent Post-Training, Artifacts Research",Research,Agents,FullTime,San Francisco,Not Specified,2026-06-26 17:42:43.081000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/6897d024-88c1-43ed-adb8-5d2fc5eec984,440000.0
"Agent Post-Training, Computer Use Research",Research,Agents,FullTime,San Francisco,Not Specified,2026-06-26 17:42:39.603000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/34c2ed3f-840f-4a68-9a00-0a0606660abf,440000.0
"Regional Manager, Ads Solutions (APAC)",Go To Market,Ads Solutions,FullTime,Singapore,Hybrid,2026-06-01 20:27:18.758000+00:00,,,https://jobs.ashbyhq.com/openai/6d8b5a16-633c-42ea-8253-f1ca57b632a6,
"Software Engineer, Monetization ML Infrastructure",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-06-01 22:36:47.461000+00:00,347000.0,445000.0,https://jobs.ashbyhq.com/openai/348ac6bf-a5c3-43d1-a14a-5f1a3c8d90fa,396000.0
"Compute Infrastructure, Critical Facilities Manager",Scaling,Datacenter Design,FullTime,San Francisco,OnSite,2026-05-28 21:29:14.069000+00:00,199000.0,302000.0,https://jobs.ashbyhq.com/openai/4d104ebe-64ff-4421-94c3-03a8982b19ea,250500.0
"Product Marketing Manager, IT Admin and Governance",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-14 16:31:19.176000+00:00,221000.0,245000.0,https://jobs.ashbyhq.com/openai/c6cb3f11-8e1f-4e34-b407-6a3327e39f2e,233000.0
"Developer Marketing Lead, APAC",Marketing,Marketing,FullTime,Singapore,Hybrid,2026-05-29 17:02:10.847000+00:00,,,https://jobs.ashbyhq.com/openai/98eec6be-1d69-406d-88ba-3cb43f3fcbd7,
"Senior Manager, Financial Risk Management",Finance,Finance,FullTime,San Francisco,Hybrid,2026-08-21 15:13:46.135000+00:00,216000.0,240000.0,https://jobs.ashbyhq.com/openai/1507068a-fe07-43e4-aaea-6fd1a00dc8d5,228000.0
"Researcher, Frontier Cybersecurity Risks",Safety Systems,Safety Systems,FullTime,San Francisco,Not Specified,2026-08-03 21:35:27.890000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/66e76c14-bb6e-4e26-a333-744bbe35abbb,440000.0
"Agent Post-Training, Connectors Research",Research,Agents,FullTime,San Francisco,Not Specified,2026-06-26 17:42:35.498000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/ab9adae3-54b5-457e-9938-77d3278d91a5,440000.0
Manufacturing Test Engineer,Scaling,Hardware,FullTime,Singapore,Hybrid,2026-06-05 14:02:35.026000+00:00,,,https://jobs.ashbyhq.com/openai/94172ebc-2219-40b4-ae04-c10be0fd2158,
Host Systems Software Engineer,Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-06-03 16:55:05.751000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/87e5f8c3-3337-480a-9db2-e4cef5db909b,355500.0
"Compensation Business Partner, GTM ",People,Total Rewards,FullTime,San Francisco,Hybrid,2026-07-17 20:22:39.427000+00:00,180000.0,260000.0,https://jobs.ashbyhq.com/openai/f4720507-3c44-4162-af21-206ac3a78007,220000.0
"Full Stack Software Engineer, Cybersecurity Products",Applied AI,Codex - Engineering,FullTime,San Francisco,Hybrid,2026-06-04 21:16:59.213000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/88654e7f-4e23-4e75-8e54-18c10d09b093,355500.0
"Software Engineer, Cloud Agents",Applied AI,Codex - Engineering,FullTime,San Francisco,Hybrid,2026-06-06 02:40:17.581000+00:00,347000.0,445000.0,https://jobs.ashbyhq.com/openai/f6278b60-dd42-4aa8-a3cd-c105f75ae8ae,396000.0
Operations Program Manager - Robotics Data Acquisition,Research,Robotics,FullTime,San Francisco,OnSite,2026-06-26 16:17:42.587000+00:00,177000.0,251000.0,https://jobs.ashbyhq.com/openai/7e0c1731-a24a-4a75-9cda-2a0502f8e152,214000.0
"Agent Post-Training, Context Research",Research,Agents,FullTime,San Francisco,Not Specified,2026-06-26 17:42:27.891000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/df3edefb-6a8b-4ef6-b183-b3f96051783e,440000.0
"Researcher, Training - London ",Research,Training,FullTime,"London, UK",Not Specified,2026-06-04 17:44:08.433000+00:00,170000.0,445000.0,https://jobs.ashbyhq.com/openai/6fdc9e35-c9d9-49fb-a8f7-80d2d7f03968,307500.0
"Technical Lead Manager, Data Engineering, Trust & Safety",Applied AI,Applied AI Engineering,FullTime,San Francisco,Not Specified,2026-06-04 03:48:06.794000+00:00,385000.0,490000.0,https://jobs.ashbyhq.com/openai/e1daa4e0-c42a-45a7-b9ee-559b35bfe08a,437500.0
"Agent Post-Training, Frontier Evals and Environments Research",Research,Agents,FullTime,San Francisco,Not Specified,2026-06-26 17:42:23.335000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/9d72171e-2630-4347-83a1-263178644282,440000.0
"Cyber Operations Lead, Critical Harm Operations",User Operations,Trust & Safety,FullTime,San Francisco,Hybrid,2026-08-31 21:23:44.634000+00:00,252000.0,335000.0,https://jobs.ashbyhq.com/openai/60089c12-762c-4369-9a7c-94f8959343a3,293500.0
"Software Engineer, API Multicloud",Core Product & Platform,Core Product & Platform | API,FullTime,San Francisco,Hybrid,2026-06-10 19:57:54.896000+00:00,266000.0,445000.0,https://jobs.ashbyhq.com/openai/4070d52e-0263-4cd5-9107-052b4ecc1209,355500.0
"Product Marketing Lead, ChatGPT Work",Marketing,Marketing,FullTime,San Francisco,Hybrid,2026-08-14 16:31:57.235000+00:00,284000.0,315000.0,https://jobs.ashbyhq.com/openai/d45d6005-ad46-4c3c-8cfc-d312bffe01d5,299500.0
"Research Engineer / Research Scientist - Personal AGI, Personalization ",Research,Post-training,FullTime,San Francisco,Not Specified,2026-08-03 21:09:47.125000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/1bf678c5-1058-45ca-b9bd-b0029fccd60e,440000.0
"Account Director, Digital Natives - Nordics",Go To Market,Sales,FullTime,"Stockholm, Sweden",Hybrid,2026-09-07 15:32:54.788000+00:00,,,https://jobs.ashbyhq.com/openai/4e51e1ac-3fe0-46b5-b036-6143826ecfa5,
"Full Stack Software Engineer, API Experience ",Core Product & Platform,Core Product & Platform | API,FullTime,New York City,Hybrid,2026-06-25 17:02:07.525000+00:00,266000.0,385000.0,https://jobs.ashbyhq.com/openai/66288824-8b77-4774-bc57-6825d3e6221e,325500.0
"Software Engineer, Computer Use & Frontier Interfaces",Applied AI,Codex - Engineering,FullTime,San Francisco,Hybrid,2026-06-12 18:54:06.880000+00:00,255000.0,405000.0,https://jobs.ashbyhq.com/openai/39a709f3-6e9e-45e9-94eb-43a1c2aaaeaf,330000.0
"Applied AI Engineer, Startups ",Go To Market,Technical Success,FullTime,"Tokyo, Japan",Hybrid,2026-08-04 07:01:58.347000+00:00,,,https://jobs.ashbyhq.com/openai/eacbd123-83fb-42c6-a5d5-e914b8e135b8,
"Strategic Finance, Partnerships",Strategic Finance,Strategic Finance,FullTime,San Francisco,Hybrid,2026-06-23 00:24:53.986000+00:00,234000.0,260000.0,https://jobs.ashbyhq.com/openai/b09b4216-426d-443c-9b87-23570fd9a694,247000.0
"Applied AI Engineer, Enterprise",Go To Market,Technical Success,FullTime,São Paulo,Hybrid,2026-07-20 18:27:23.010000+00:00,675000.0,750000.0,https://jobs.ashbyhq.com/openai/44d19f5f-a5da-4226-9d1a-0147604773eb,712500.0
"Technical Program Manager, Applied API & Product ",Technical Program Management,Technical Program Management,FullTime,San Francisco,Hybrid,2026-07-07 22:38:34.247000+00:00,257000.0,445000.0,https://jobs.ashbyhq.com/openai/cffa3a8d-918a-4e91-a1c6-3fa84a454408,351000.0
"Systems Software Engineer, Security, First Party Hardware",Scaling,Hardware,FullTime,San Francisco,Hybrid,2026-06-08 23:42:40.083000+00:00,230000.0,385000.0,https://jobs.ashbyhq.com/openai/1c48f39f-60ea-4636-87ed-8b4b4f5243e5,307500.0
"Account Director, GSIs & Consulting",Go To Market,Sales,FullTime,US - Remote,Hybrid,2026-06-25 19:59:25.486000+00:00,189000.0,240000.0,https://jobs.ashbyhq.com/openai/4d5a6ca9-5fe0-4d4c-bbc4-ffa8fef33915,214500.0
Applied Data Science & Insights Leader - GTM Intelligence Solutions and Technical Success,Data Science,Data Science,FullTime,San Francisco,OnSite,2026-06-11 15:28:51.071000+00:00,441000.0,515000.0,https://jobs.ashbyhq.com/openai/93f558c1-c944-4ddc-b102-addc9446de3d,478000.0
"Android Engineer, ChatGPT ImageGen",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-09-11 17:11:15.362000+00:00,185000.0,385000.0,https://jobs.ashbyhq.com/openai/b15442c5-8e3c-4370-9abf-4b9c63f56de0,285000.0
"Backend Software Engineer, ChatGPT ImageGen",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-09-11 17:11:59.523000+00:00,185000.0,305000.0,https://jobs.ashbyhq.com/openai/e7a4ee23-138a-4004-916e-72a452e7d115,245000.0
"Full Stack Software Engineer, ChatGPT ImageGen",Applied AI,Applied AI Engineering,FullTime,San Francisco,Hybrid,2026-06-09 18:38:49.181000+00:00,347000.0,445000.0,https://jobs.ashbyhq.com/openai/6b47238e-025a-4350-b270-2f3564002fcc,396000.0
Agent Post-Training Research,Research,Agents,FullTime,San Francisco,Not Specified,2026-06-25 00:25:42.611000+00:00,380000.0,500000.0,https://jobs.ashbyhq.com/openai/4acc3515-887f-4bc9-8c2a-00f36ae480c3,440000.0
"Account Director, FSI - Japan",Go To Market,Sales,FullTime,"Tokyo, Japan",Hybrid,2026-06-16 01:05:41.758000+00:00,,,https://jobs.ashbyhq.com/openai/570df8ac-dacb-4686-b59c-ef48eed0580c,
"Software Engineer, Web Layer",Applied AI,Codex - Engineering,FullTime,San Francisco,Hybrid,2026-06-11 17:52:46.065000+00:00,255000.0,405000.0,https://jobs.ashbyhq.com/openai/915a325b-55f6-44e2-8314-34ec0d8bb2c9,330000.0
"Product Manager, Shopping",Product Management,Product Management,FullTime,San Francisco,Hybrid,2026-08-07 00:11:14.224000+00:00,347000.0,385000.0,https://jobs.ashbyhq.com/openai/df8a1d73-58b9-4571-86f5-da9a12155fbb,366000.0
"Research Program Manager, Human Data Campaigns",Research,Research Program Management,FullTime,San Francisco,Hybrid,2026-07-21 18:24:43.052000+00:00,239000.0,328000.0,https://jobs.ashbyhq.com/openai/5edd5a13-2fc9-427c-ad88-2b67c97a0afe,283500.0
